
===== Classifying modified proteins as such ====
G1FV3-25829-MONOMER: Updating molecular-weight-seq from NIL to 51.069
G1FV3-29709-MONOMER: Updating molecular-weight-seq from NIL to 107.961
G1FV3-25830-MONOMER: Updating molecular-weight-seq from NIL to 24.17
G1FV3-27277-MONOMER: Updating molecular-weight-seq from NIL to 100.663
G1FV3-24408-MONOMER: Updating molecular-weight-seq from NIL to 160.806
G1FV3-25831-MONOMER: Updating molecular-weight-seq from NIL to 10.463
G1FV3-27278-MONOMER: Updating molecular-weight-seq from NIL to 188.322
G1FV3-29710-MONOMER: Updating molecular-weight-seq from NIL to 6.967
G1FV3-25832-MONOMER: Updating molecular-weight-seq from NIL to 11.637
G1FV3-27279-MONOMER: Updating molecular-weight-seq from NIL to 34.965
G1FV3-24409-MONOMER: Updating molecular-weight-seq from NIL to 12.056
G1FV3-29712-MONOMER: Updating molecular-weight-seq from NIL to 12.168
G1FV3-25833-MONOMER: Updating molecular-weight-seq from NIL to 33.496
G1FV3-25834-MONOMER: Updating molecular-weight-seq from NIL to 101.637
G1FV3-27281-MONOMER: Updating molecular-weight-seq from NIL to 2.995
G1FV3-24410-MONOMER: Updating molecular-weight-seq from NIL to 163.562
G1FV3-25835-MONOMER: Updating molecular-weight-seq from NIL to 2.879
G1FV3-27282-MONOMER: Updating molecular-weight-seq from NIL to 13.652
G1FV3-29713-MONOMER: Updating molecular-weight-seq from NIL to 55.872
G1FV3-25836-MONOMER: Updating molecular-weight-seq from NIL to 132.023
G1FV3-27283-MONOMER: Updating molecular-weight-seq from NIL to 52.156
G1FV3-24411-MONOMER: Updating molecular-weight-seq from NIL to 85.353
G1FV3-25837-MONOMER: Updating molecular-weight-seq from NIL to 124.786
G1FV3-27284-MONOMER: Updating molecular-weight-seq from NIL to 43.339
G1FV3-29714-MONOMER: Updating molecular-weight-seq from NIL to 37.764
G1FV3-27285-MONOMER: Updating molecular-weight-seq from NIL to 22.999
G1FV3-25839-MONOMER: Updating molecular-weight-seq from NIL to 25.775
G1FV3-29715-MONOMER: Updating molecular-weight-seq from NIL to 33.903
G1FV3-24412-MONOMER: Updating molecular-weight-seq from NIL to 100.153
G1FV3-27286-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-25840-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-27287-MONOMER: Updating molecular-weight-seq from NIL to 26.297
G1FV3-25841-MONOMER: Updating molecular-weight-seq from NIL to 32.691
G1FV3-24413-MONOMER: Updating molecular-weight-seq from NIL to 83.668
G1FV3-27288-MONOMER: Updating molecular-weight-seq from NIL to 38.979
G1FV3-25842-MONOMER: Updating molecular-weight-seq from NIL to 43.136
G1FV3-29716-MONOMER: Updating molecular-weight-seq from NIL to 96.933
G1FV3-27289-MONOMER: Updating molecular-weight-seq from NIL to 32.997
G1FV3-25843-MONOMER: Updating molecular-weight-seq from NIL to 31.018
G1FV3-27290-MONOMER: Updating molecular-weight-seq from NIL to 31.117
G1FV3-24414-MONOMER: Updating molecular-weight-seq from NIL to 35.561
G1FV3-25844-MONOMER: Updating molecular-weight-seq from NIL to 17.488
G1FV3-29717-MONOMER: Updating molecular-weight-seq from NIL to 25.634
G1FV3-27291-MONOMER: Updating molecular-weight-seq from NIL to 44.953
G1FV3-25845-MONOMER: Updating molecular-weight-seq from NIL to 74.609
G1FV3-24415-MONOMER: Updating molecular-weight-seq from NIL to 87.157
G1FV3-27292-MONOMER: Updating molecular-weight-seq from NIL to 164.016
G1FV3-25846-MONOMER: Updating molecular-weight-seq from NIL to 76.069
G1FV3-27293-MONOMER: Updating molecular-weight-seq from NIL to 117.564
G1FV3-29718-MONOMER: Updating molecular-weight-seq from NIL to 28.986
G1FV3-25847-MONOMER: Updating molecular-weight-seq from NIL to 38.451
G1FV3-29720-MONOMER: Updating molecular-weight-seq from NIL to 64.034
G1FV3-24416-MONOMER: Updating molecular-weight-seq from NIL to 58.08
G1FV3-27294-MONOMER: Updating molecular-weight-seq from NIL to 71.695
G1FV3-25848-MONOMER: Updating molecular-weight-seq from NIL to 44.008
G1FV3-27295-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-25849-MONOMER: Updating molecular-weight-seq from NIL to 29.098
G1FV3-24417-MONOMER: Updating molecular-weight-seq from NIL to 15.147
G1FV3-27296-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-25850-MONOMER: Updating molecular-weight-seq from NIL to 26.81
G1FV3-29721-MONOMER: Updating molecular-weight-seq from NIL to 43.689
G1FV3-27297-MONOMER: Updating molecular-weight-seq from NIL to 78.997
G1FV3-25851-MONOMER: Updating molecular-weight-seq from NIL to 25.253
G1FV3-24418-MONOMER: Updating molecular-weight-seq from NIL to 35.112
G1FV3-29722-MONOMER: Updating molecular-weight-seq from NIL to 66.436
G1FV3-25852-MONOMER: Updating molecular-weight-seq from NIL to 36.705
G1FV3-27299-MONOMER: Updating molecular-weight-seq from NIL to 36.404
G1FV3-25853-MONOMER: Updating molecular-weight-seq from NIL to 40.766
G1FV3-27600-MONOMER: Updating molecular-weight-seq from NIL to 83.692
G1FV3-24419-MONOMER: Updating molecular-weight-seq from NIL to 27.5
G1FV3-25854-MONOMER: Updating molecular-weight-seq from NIL to 29.379
G1FV3-27301-MONOMER: Updating molecular-weight-seq from NIL to 38.984
G1FV3-29723-MONOMER: Updating molecular-weight-seq from NIL to 78.821
G1FV3-25855-MONOMER: Updating molecular-weight-seq from NIL to 101.899
G1FV3-27302-MONOMER: Updating molecular-weight-seq from NIL to 66.757
G1FV3-24420-MONOMER: Updating molecular-weight-seq from NIL to 32.858
G1FV3-25856-MONOMER: Updating molecular-weight-seq from NIL to 51.927
G1FV3-29724-MONOMER: Updating molecular-weight-seq from NIL to 88.811
G1FV3-27303-MONOMER: Updating molecular-weight-seq from NIL to 24.199
G1FV3-25857-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-24421-MONOMER: Updating molecular-weight-seq from NIL to 9.978
G1FV3-29725-MONOMER: Updating molecular-weight-seq from NIL to 21.497
G1FV3-25858-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-27306-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-25859-MONOMER: Updating molecular-weight-seq from NIL to 48.275
G1FV3-29726-MONOMER: Updating molecular-weight-seq from NIL to 15.605
G1FV3-24422-MONOMER: Updating molecular-weight-seq from NIL to 61.159
G1FV3-27307-MONOMER: Updating molecular-weight-seq from NIL to 90.02
G1FV3-25860-MONOMER: Updating molecular-weight-seq from NIL to 51.398
G1FV3-27310-MONOMER: Updating molecular-weight-seq from NIL to 6.196
G1FV3-25861-MONOMER: Updating molecular-weight-seq from NIL to 75.323
G1FV3-24423-MONOMER: Updating molecular-weight-seq from NIL to 47.492
G1FV3-27309-MONOMER: Updating molecular-weight-seq from NIL to 13.621
G1FV3-25862-MONOMER: Updating molecular-weight-seq from NIL to 17.706
G1FV3-29727-MONOMER: Updating molecular-weight-seq from NIL to 521.596
G1FV3-25863-MONOMER: Updating molecular-weight-seq from NIL to 82.834
G1FV3-27311-MONOMER: Updating molecular-weight-seq from NIL to 14.789
G1FV3-24424-MONOMER: Updating molecular-weight-seq from NIL to 42.244
G1FV3-25864-MONOMER: Updating molecular-weight-seq from NIL to 40.349
G1FV3-29728-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-27312-MONOMER: Updating molecular-weight-seq from NIL to 15.403
G1FV3-25865-MONOMER: Updating molecular-weight-seq from NIL to 18.575
G1FV3-24425-MONOMER: Updating molecular-weight-seq from NIL to 33.461
G1FV3-27313-MONOMER: Updating molecular-weight-seq from NIL to 114.701
G1FV3-25866-MONOMER: Updating molecular-weight-seq from NIL to 22.113
G1FV3-27348-MONOMER: Updating molecular-weight-seq from NIL to 37.215
G1FV3-29729-MONOMER: Updating molecular-weight-seq from NIL to 43.701
G1FV3-25867-MONOMER: Updating molecular-weight-seq from NIL to 35.135
G1FV3-29730-MONOMER: Updating molecular-weight-seq from NIL to 19.66
G1FV3-24426-MONOMER: Updating molecular-weight-seq from NIL to 29.039
G1FV3-27315-MONOMER: Updating molecular-weight-seq from NIL to 55.694
G1FV3-25868-MONOMER: Updating molecular-weight-seq from NIL to 38.463
G1FV3-27316-MONOMER: Updating molecular-weight-seq from NIL to 90.46
G1FV3-25869-MONOMER: Updating molecular-weight-seq from NIL to 43.932
G1FV3-29731-MONOMER: Updating molecular-weight-seq from NIL to 39.616
G1FV3-24428-MONOMER: Updating molecular-weight-seq from NIL to 288.629
G1FV3-27317-MONOMER: Updating molecular-weight-seq from NIL to 34.163
G1FV3-25870-MONOMER: Updating molecular-weight-seq from NIL to 42.396
G1FV3-27318-MONOMER: Updating molecular-weight-seq from NIL to 2.795
G1FV3-25871-MONOMER: Updating molecular-weight-seq from NIL to 38.813
G1FV3-29732-MONOMER: Updating molecular-weight-seq from NIL to 19.987
G1FV3-24430-MONOMER: Updating molecular-weight-seq from NIL to 19.654
G1FV3-27319-MONOMER: Updating molecular-weight-seq from NIL to 26.298
G1FV3-25872-MONOMER: Updating molecular-weight-seq from NIL to 29.065
G1FV3-27321-MONOMER: Updating molecular-weight-seq from NIL to 148.091
G1FV3-25873-MONOMER: Updating molecular-weight-seq from NIL to 115.535
G1FV3-27322-MONOMER: Updating molecular-weight-seq from NIL to 68.819
G1FV3-24431-MONOMER: Updating molecular-weight-seq from NIL to 40.534
G1FV3-29733-MONOMER: Updating molecular-weight-seq from NIL to 60.988
G1FV3-25874-MONOMER: Updating molecular-weight-seq from NIL to 12.508
G1FV3-27323-MONOMER: Updating molecular-weight-seq from NIL to 36.174
G1FV3-25875-MONOMER: Updating molecular-weight-seq from NIL to 13.528
G1FV3-27324-MONOMER: Updating molecular-weight-seq from NIL to 58.444
G1FV3-24432-MONOMER: Updating molecular-weight-seq from NIL to 14.691
G1FV3-29734-MONOMER: Updating molecular-weight-seq from NIL to 59.09
G1FV3-25876-MONOMER: Updating molecular-weight-seq from NIL to 20.0
G1FV3-27325-MONOMER: Updating molecular-weight-seq from NIL to 49.676
G1FV3-25877-MONOMER: Updating molecular-weight-seq from NIL to 30.236
G1FV3-29735-MONOMER: Updating molecular-weight-seq from NIL to 33.13
G1FV3-24433-MONOMER: Updating molecular-weight-seq from NIL to 40.143
G1FV3-27326-MONOMER: Updating molecular-weight-seq from NIL to 34.803
G1FV3-25878-MONOMER: Updating molecular-weight-seq from NIL to 17.658
G1FV3-27330-MONOMER: Updating molecular-weight-seq from NIL to 74.607
G1FV3-29736-MONOMER: Updating molecular-weight-seq from NIL to 33.626
G1FV3-27327-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-25879-MONOMER: Updating molecular-weight-seq from NIL to 10.86
G1FV3-27340-MONOMER: Updating molecular-weight-seq from NIL to 1.458
G1FV3-24434-MONOMER: Updating molecular-weight-seq from NIL to 100.051
G1FV3-27333-MONOMER: Updating molecular-weight-seq from NIL to 67.381
G1FV3-25880-MONOMER: Updating molecular-weight-seq from NIL to 9.352
G1FV3-27329-MONOMER: Updating molecular-weight-seq from NIL to 26.162
G1FV3-25881-MONOMER: Updating molecular-weight-seq from NIL to 62.475
G1FV3-24435-MONOMER: Updating molecular-weight-seq from NIL to 239.923
G1FV3-29737-MONOMER: Updating molecular-weight-seq from NIL to 40.457
G1FV3-25882-MONOMER: Updating molecular-weight-seq from NIL to 41.728
G1FV3-27331-MONOMER: Updating molecular-weight-seq from NIL to 52.625
G1FV3-25883-MONOMER: Updating molecular-weight-seq from NIL to 81.268
G1FV3-29738-MONOMER: Updating molecular-weight-seq from NIL to 46.266
G1FV3-24436-MONOMER: Updating molecular-weight-seq from NIL to 13.028
G1FV3-27332-MONOMER: Updating molecular-weight-seq from NIL to 43.302
G1FV3-25884-MONOMER: Updating molecular-weight-seq from NIL to 57.053
G1FV3-25885-MONOMER: Updating molecular-weight-seq from NIL to 57.72
G1FV3-27335-MONOMER: Updating molecular-weight-seq from NIL to 40.003
G1FV3-24437-MONOMER: Updating molecular-weight-seq from NIL to 50.891
G1FV3-27334-MONOMER: Updating molecular-weight-seq from NIL to 24.186
G1FV3-25886-MONOMER: Updating molecular-weight-seq from NIL to 72.369
G1FV3-29739-MONOMER: Updating molecular-weight-seq from NIL to 3.157
G1FV3-25887-MONOMER: Updating molecular-weight-seq from NIL to 53.861
G1FV3-24438-MONOMER: Updating molecular-weight-seq from NIL to 22.896
G1FV3-27336-MONOMER: Updating molecular-weight-seq from NIL to 54.78
G1FV3-25888-MONOMER: Updating molecular-weight-seq from NIL to 74.388
G1FV3-29740-MONOMER: Updating molecular-weight-seq from NIL to 55.585
G1FV3-27337-MONOMER: Updating molecular-weight-seq from NIL to 28.386
G1FV3-25889-MONOMER: Updating molecular-weight-seq from NIL to 184.404
G1FV3-24439-MONOMER: Updating molecular-weight-seq from NIL to 112.209
G1FV3-25890-MONOMER: Updating molecular-weight-seq from NIL to 23.929
G1FV3-29741-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-27339-MONOMER: Updating molecular-weight-seq from NIL to 20.399
G1FV3-25891-MONOMER: Updating molecular-weight-seq from NIL to 10.479
G1FV3-24440-MONOMER: Updating molecular-weight-seq from NIL to 24.638
G1FV3-25892-MONOMER: Updating molecular-weight-seq from NIL to 91.463
G1FV3-29742-MONOMER: Updating molecular-weight-seq from NIL to 32.68
G1FV3-27341-MONOMER: Updating molecular-weight-seq from NIL to 118.309
G1FV3-25893-MONOMER: Updating molecular-weight-seq from NIL to 68.345
G1FV3-29743-MONOMER: Updating molecular-weight-seq from NIL to 38.243
G1FV3-24441-MONOMER: Updating molecular-weight-seq from NIL to 15.795
G1FV3-27342-MONOMER: Updating molecular-weight-seq from NIL to 89.82
G1FV3-25894-MONOMER: Updating molecular-weight-seq from NIL to 63.013
G1FV3-27343-MONOMER: Updating molecular-weight-seq from NIL to 24.403
G1FV3-25895-MONOMER: Updating molecular-weight-seq from NIL to 53.75
G1FV3-27344-MONOMER: Updating molecular-weight-seq from NIL to 17.891
G1FV3-24442-MONOMER: Updating molecular-weight-seq from NIL to 18.169
G1FV3-25896-MONOMER: Updating molecular-weight-seq from NIL to 15.259
G1FV3-27345-MONOMER: Updating molecular-weight-seq from NIL to 27.709
G1FV3-29744-MONOMER: Updating molecular-weight-seq from NIL to 45.667
G1FV3-25897-MONOMER: Updating molecular-weight-seq from NIL to 31.784
G1FV3-29745-MONOMER: Updating molecular-weight-seq from NIL to 6.624
G1FV3-24443-MONOMER: Updating molecular-weight-seq from NIL to 11.874
G1FV3-27346-MONOMER: Updating molecular-weight-seq from NIL to 27.715
G1FV3-25898-MONOMER: Updating molecular-weight-seq from NIL to 34.366
G1FV3-27347-MONOMER: Updating molecular-weight-seq from NIL to 25.293
G1FV3-25899-MONOMER: Updating molecular-weight-seq from NIL to 18.624
G1FV3-27350-MONOMER: Updating molecular-weight-seq from NIL to 57.333
G1FV3-24444-MONOMER: Updating molecular-weight-seq from NIL to 8.101
G1FV3-29746-MONOMER: Updating molecular-weight-seq from NIL to 81.088
G1FV3-25900-MONOMER: Updating molecular-weight-seq from NIL to 47.612
G1FV3-27349-MONOMER: Updating molecular-weight-seq from NIL to 13.274
G1FV3-25901-MONOMER: Updating molecular-weight-seq from NIL to 13.012
G1FV3-24445-MONOMER: Updating molecular-weight-seq from NIL to 6.634
G1FV3-25902-MONOMER: Updating molecular-weight-seq from NIL to 23.801
G1FV3-29747-MONOMER: Updating molecular-weight-seq from NIL to 108.796
G1FV3-25903-MONOMER: Updating molecular-weight-seq from NIL to 23.576
G1FV3-29748-MONOMER: Updating molecular-weight-seq from NIL to 48.239
G1FV3-24446-MONOMER: Updating molecular-weight-seq from NIL to 34.864
G1FV3-27352-MONOMER: Updating molecular-weight-seq from NIL to 32.7
G1FV3-25904-MONOMER: Updating molecular-weight-seq from NIL to 27.255
G1FV3-27353-MONOMER: Updating molecular-weight-seq from NIL to 21.148
G1FV3-25905-MONOMER: Updating molecular-weight-seq from NIL to 96.199
G1FV3-27360-MONOMER: Updating molecular-weight-seq from NIL to 102.382
G1FV3-24447-MONOMER: Updating molecular-weight-seq from NIL to 18.436
G1FV3-27354-MONOMER: Updating molecular-weight-seq from NIL to 46.004
G1FV3-25906-MONOMER: Updating molecular-weight-seq from NIL to 61.062
G1FV3-27355-MONOMER: Updating molecular-weight-seq from NIL to 40.088
G1FV3-29749-MONOMER: Updating molecular-weight-seq from NIL to 21.514
G1FV3-25907-MONOMER: Updating molecular-weight-seq from NIL to 39.783
G1FV3-24448-MONOMER: Updating molecular-weight-seq from NIL to 36.077
G1FV3-27356-MONOMER: Updating molecular-weight-seq from NIL to 51.66
G1FV3-25908-MONOMER: Updating molecular-weight-seq from NIL to 43.921
G1FV3-29750-MONOMER: Updating molecular-weight-seq from NIL to 20.832
G1FV3-27357-MONOMER: Updating molecular-weight-seq from NIL to 67.2
G1FV3-25909-MONOMER: Updating molecular-weight-seq from NIL to 121.92
G1FV3-24449-MONOMER: Updating molecular-weight-seq from NIL to 37.097
G1FV3-27358-MONOMER: Updating molecular-weight-seq from NIL to 31.732
G1FV3-25910-MONOMER: Updating molecular-weight-seq from NIL to 49.942
G1FV3-29751-MONOMER: Updating molecular-weight-seq from NIL to 18.411
G1FV3-27359-MONOMER: Updating molecular-weight-seq from NIL to 34.009
G1FV3-25911-MONOMER: Updating molecular-weight-seq from NIL to 73.584
G1FV3-27363-MONOMER: Updating molecular-weight-seq from NIL to 49.799
G1FV3-24450-MONOMER: Updating molecular-weight-seq from NIL to 130.578
G1FV3-29752-MONOMER: Updating molecular-weight-seq from NIL to 25.469
G1FV3-25912-MONOMER: Updating molecular-weight-seq from NIL to 41.697
G1FV3-25913-MONOMER: Updating molecular-weight-seq from NIL to 31.324
G1FV3-29753-MONOMER: Updating molecular-weight-seq from NIL to 49.605
G1FV3-24451-MONOMER: Updating molecular-weight-seq from NIL to 354.891
G1FV3-27362-MONOMER: Updating molecular-weight-seq from NIL to 106.205
G1FV3-25914-MONOMER: Updating molecular-weight-seq from NIL to 29.22
G1FV3-25915-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-29754-MONOMER: Updating molecular-weight-seq from NIL to 22.134
